,anomaly,machine_type,model_type,length,filename,file_path
21,1,fan,id_00,10.0,00000021.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000021.wav
22,1,fan,id_00,10.0,00000022.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000022.wav
23,1,fan,id_00,10.0,00000023.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000023.wav
24,1,fan,id_00,10.0,00000024.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000024.wav
25,1,fan,id_00,10.0,00000025.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000025.wav
26,1,fan,id_00,10.0,00000026.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000026.wav
27,1,fan,id_00,10.0,00000027.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000027.wav
28,1,fan,id_00,10.0,00000028.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000028.wav
29,1,fan,id_00,10.0,00000029.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000029.wav
30,1,fan,id_00,10.0,00000030.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000030.wav
31,1,fan,id_00,10.0,00000031.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000031.wav
32,1,fan,id_00,10.0,00000032.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000032.wav
33,1,fan,id_00,10.0,00000033.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000033.wav
34,1,fan,id_00,10.0,00000034.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000034.wav
35,1,fan,id_00,10.0,00000035.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000035.wav
36,1,fan,id_00,10.0,00000036.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000036.wav
37,1,fan,id_00,10.0,00000037.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000037.wav
38,1,fan,id_00,10.0,00000038.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000038.wav
39,1,fan,id_00,10.0,00000039.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000039.wav
40,1,fan,id_00,10.0,00000040.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000040.wav
41,1,fan,id_00,10.0,00000041.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000041.wav
42,1,fan,id_00,10.0,00000042.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000042.wav
43,1,fan,id_00,10.0,00000043.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000043.wav
44,1,fan,id_00,10.0,00000044.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000044.wav
45,1,fan,id_00,10.0,00000045.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000045.wav
46,1,fan,id_00,10.0,00000046.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000046.wav
47,1,fan,id_00,10.0,00000047.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000047.wav
48,1,fan,id_00,10.0,00000048.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000048.wav
49,1,fan,id_00,10.0,00000049.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000049.wav
50,1,fan,id_00,10.0,00000050.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000050.wav
51,1,fan,id_00,10.0,00000051.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000051.wav
52,1,fan,id_00,10.0,00000052.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000052.wav
53,1,fan,id_00,10.0,00000053.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000053.wav
54,1,fan,id_00,10.0,00000054.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000054.wav
55,1,fan,id_00,10.0,00000055.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000055.wav
56,1,fan,id_00,10.0,00000056.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000056.wav
57,1,fan,id_00,10.0,00000057.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000057.wav
58,1,fan,id_00,10.0,00000058.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000058.wav
59,1,fan,id_00,10.0,00000059.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000059.wav
60,1,fan,id_00,10.0,00000060.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000060.wav
61,1,fan,id_00,10.0,00000061.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000061.wav
62,1,fan,id_00,10.0,00000062.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000062.wav
63,1,fan,id_00,10.0,00000063.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000063.wav
64,1,fan,id_00,10.0,00000064.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000064.wav
65,1,fan,id_00,10.0,00000065.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000065.wav
66,1,fan,id_00,10.0,00000066.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000066.wav
67,1,fan,id_00,10.0,00000067.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000067.wav
68,1,fan,id_00,10.0,00000068.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000068.wav
69,1,fan,id_00,10.0,00000069.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000069.wav
70,1,fan,id_00,10.0,00000070.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000070.wav
71,1,fan,id_00,10.0,00000071.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000071.wav
72,1,fan,id_00,10.0,00000072.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000072.wav
73,1,fan,id_00,10.0,00000073.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000073.wav
74,1,fan,id_00,10.0,00000074.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000074.wav
75,1,fan,id_00,10.0,00000075.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000075.wav
76,1,fan,id_00,10.0,00000076.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000076.wav
77,1,fan,id_00,10.0,00000077.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000077.wav
78,1,fan,id_00,10.0,00000078.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000078.wav
79,1,fan,id_00,10.0,00000079.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000079.wav
80,1,fan,id_00,10.0,00000080.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000080.wav
81,1,fan,id_00,10.0,00000081.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000081.wav
82,1,fan,id_00,10.0,00000082.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000082.wav
83,1,fan,id_00,10.0,00000083.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000083.wav
84,1,fan,id_00,10.0,00000084.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000084.wav
85,1,fan,id_00,10.0,00000085.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000085.wav
86,1,fan,id_00,10.0,00000086.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000086.wav
87,1,fan,id_00,10.0,00000087.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000087.wav
88,1,fan,id_00,10.0,00000088.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000088.wav
89,1,fan,id_00,10.0,00000089.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000089.wav
90,1,fan,id_00,10.0,00000090.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000090.wav
91,1,fan,id_00,10.0,00000091.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000091.wav
92,1,fan,id_00,10.0,00000092.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000092.wav
93,1,fan,id_00,10.0,00000093.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000093.wav
94,1,fan,id_00,10.0,00000094.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000094.wav
95,1,fan,id_00,10.0,00000095.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000095.wav
96,1,fan,id_00,10.0,00000096.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000096.wav
97,1,fan,id_00,10.0,00000097.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000097.wav
98,1,fan,id_00,10.0,00000098.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000098.wav
99,1,fan,id_00,10.0,00000099.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000099.wav
100,1,fan,id_00,10.0,00000100.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000100.wav
101,1,fan,id_00,10.0,00000101.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000101.wav
102,1,fan,id_00,10.0,00000102.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000102.wav
103,1,fan,id_00,10.0,00000103.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000103.wav
104,1,fan,id_00,10.0,00000104.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000104.wav
105,1,fan,id_00,10.0,00000105.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000105.wav
106,1,fan,id_00,10.0,00000106.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000106.wav
107,1,fan,id_00,10.0,00000107.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000107.wav
108,1,fan,id_00,10.0,00000108.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000108.wav
109,1,fan,id_00,10.0,00000109.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000109.wav
110,1,fan,id_00,10.0,00000110.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000110.wav
111,1,fan,id_00,10.0,00000111.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000111.wav
112,1,fan,id_00,10.0,00000112.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000112.wav
113,1,fan,id_00,10.0,00000113.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000113.wav
114,1,fan,id_00,10.0,00000114.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000114.wav
115,1,fan,id_00,10.0,00000115.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000115.wav
116,1,fan,id_00,10.0,00000116.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000116.wav
117,1,fan,id_00,10.0,00000117.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000117.wav
118,1,fan,id_00,10.0,00000118.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000118.wav
119,1,fan,id_00,10.0,00000119.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000119.wav
120,1,fan,id_00,10.0,00000120.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000120.wav
121,1,fan,id_00,10.0,00000121.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000121.wav
122,1,fan,id_00,10.0,00000122.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000122.wav
123,1,fan,id_00,10.0,00000123.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000123.wav
124,1,fan,id_00,10.0,00000124.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000124.wav
125,1,fan,id_00,10.0,00000125.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000125.wav
126,1,fan,id_00,10.0,00000126.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000126.wav
127,1,fan,id_00,10.0,00000127.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000127.wav
128,1,fan,id_00,10.0,00000128.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000128.wav
129,1,fan,id_00,10.0,00000129.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000129.wav
130,1,fan,id_00,10.0,00000130.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000130.wav
131,1,fan,id_00,10.0,00000131.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000131.wav
132,1,fan,id_00,10.0,00000132.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000132.wav
133,1,fan,id_00,10.0,00000133.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000133.wav
134,1,fan,id_00,10.0,00000134.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000134.wav
135,1,fan,id_00,10.0,00000135.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000135.wav
136,1,fan,id_00,10.0,00000136.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000136.wav
137,1,fan,id_00,10.0,00000137.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000137.wav
138,1,fan,id_00,10.0,00000138.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000138.wav
139,1,fan,id_00,10.0,00000139.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000139.wav
140,1,fan,id_00,10.0,00000140.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000140.wav
141,1,fan,id_00,10.0,00000141.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000141.wav
142,1,fan,id_00,10.0,00000142.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000142.wav
143,1,fan,id_00,10.0,00000143.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000143.wav
144,1,fan,id_00,10.0,00000144.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000144.wav
145,1,fan,id_00,10.0,00000145.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000145.wav
146,1,fan,id_00,10.0,00000146.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000146.wav
147,1,fan,id_00,10.0,00000147.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000147.wav
148,1,fan,id_00,10.0,00000148.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000148.wav
149,1,fan,id_00,10.0,00000149.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000149.wav
150,1,fan,id_00,10.0,00000150.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000150.wav
151,1,fan,id_00,10.0,00000151.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000151.wav
152,1,fan,id_00,10.0,00000152.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000152.wav
153,1,fan,id_00,10.0,00000153.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000153.wav
154,1,fan,id_00,10.0,00000154.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000154.wav
155,1,fan,id_00,10.0,00000155.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000155.wav
156,1,fan,id_00,10.0,00000156.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000156.wav
157,1,fan,id_00,10.0,00000157.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000157.wav
158,1,fan,id_00,10.0,00000158.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000158.wav
159,1,fan,id_00,10.0,00000159.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000159.wav
160,1,fan,id_00,10.0,00000160.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000160.wav
161,1,fan,id_00,10.0,00000161.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000161.wav
162,1,fan,id_00,10.0,00000162.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000162.wav
163,1,fan,id_00,10.0,00000163.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000163.wav
164,1,fan,id_00,10.0,00000164.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000164.wav
165,1,fan,id_00,10.0,00000165.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000165.wav
166,1,fan,id_00,10.0,00000166.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000166.wav
167,1,fan,id_00,10.0,00000167.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000167.wav
168,1,fan,id_00,10.0,00000168.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000168.wav
169,1,fan,id_00,10.0,00000169.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000169.wav
170,1,fan,id_00,10.0,00000170.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000170.wav
171,1,fan,id_00,10.0,00000171.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000171.wav
172,1,fan,id_00,10.0,00000172.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000172.wav
173,1,fan,id_00,10.0,00000173.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000173.wav
174,1,fan,id_00,10.0,00000174.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000174.wav
175,1,fan,id_00,10.0,00000175.wav,C:\Users\aubin\beCode\anomalyDetection\AudioMalfunctionDetection\Data\fan\id_00\abnormal\00000175.wav
